10443,ACCT280,"Maas, Jayne D.",001,THUR 412,09:30 - 10:45,WF
10433,ACCT280,"Winterbotham, Glyn J.",002,THUR 101,12:30 - 01:45 PM,TR
10478,ACCT280,"Winterbotham, Glyn J.",003,THUR 100,02:00 - 03:15 PM,TR
,ACCT280,"Maas, Jayne D.",004,THUR 412,11:00 - 12:15 PM,WF
10490,ACCT280,"Coleman, Clarence",005,THUR 100,05:00 - 06:15 PM,MW
,CSCI431,"Garrison, Chlotia",001,CARR 200,9:30 - 10:45 AM,MW
